X,rating_review,review,lang$detectedLanguage,lang
319,5,Inovasi terus ,INDONESIAN,INDONESIAN
320,5,Gopay membantu.. Tp koinnya dapetnya dikit mulu ,MALAY,MALAY
321,5,Yuhuuu ,ENGLISH,ENGLISH
326,5,Mbeh ,ENGLISH,ENGLISH
328,5,Sekarang pesan go-jek Makassar susah sekali dapat driver ,MALAY,MALAY
331,5,Sangat mmbantu ,INDONESIAN,INDONESIAN
332,5,"Bagus,dan membantu banget ",INDONESIAN,INDONESIAN
333,5,cepat mantap ,INDONESIAN,INDONESIAN
335,5,Tingkatkan lgi ,INDONESIAN,INDONESIAN
336,5,Bahasanya pake Bahasa Indonesia dong.... Bahasa nasional aja Min.... ,INDONESIAN,INDONESIAN
341,5,Tmbahun ditur chat dong ,ALBANIAN,ENGLISH
343,5,Tolong perbaiki di kala waktu hujan knp mau order susah... ,MALAY,MALAY
344,5,Terbaik! ,DUTCH,ENGLISH
345,5,Bagus sangat memuaskan dan membantu ,INDONESIAN,INDONESIAN
346,5,Maju terus ,INDONESIAN,INDONESIAN
348,5,Trims gojek apk ini sangat membantu.... Selain gojek NO... ,MALAY,MALAY
352,5,tranportasi yang cepat dan murah ,INDONESIAN,INDONESIAN
356,5,good job:) ,ENGLISH,ENGLISH
360,5,Suka sekali ,MALAY,MALAY
361,5,"Mantap, aplikasi ini cukup baxk membantu ",INDONESIAN,INDONESIAN
362,5,Saya puas pake gopay ,INDONESIAN,INDONESIAN
363,5,Thank go jek ,IRISH,ENGLISH
364,5,Blanja jd gampang ,TAGALOG,ENGLISH
366,5,Tolong dong saya pesen go food yg jauh ongkir cm 4 rb adek saya pesen malah ongkir 9 rb tolong dong itu gmn ,INDONESIAN,INDONESIAN
367,5,Aplikasi sangat membantu ,INDONESIAN,INDONESIAN
369,5,"Sudah bagus. Tapi tolong ditambah dengan fitur chat room ya, agar pengguna yg sdg tidak ada pulsa bisa mudah menghubungi drivernya. ",INDONESIAN,INDONESIAN
372,5,"Sangat membantu keseharian apalagi pake gopay, good job ",INDONESIAN,INDONESIAN
373,5,Terbaik ,DUTCH,ENGLISH
374,5,Nurmusik,ESTONIAN,ENGLISH
378,5,"Merasa sangat terbantu oleh gojek. Sebagai seorang IRT yg lg hamil, ga ada motor buat kluar rmh dan ga ada warung di komplek. ",MALAY,MALAY
383,5,Utk layanan pengisian saldo (Go-Pay)klo bisa di + via kartu kredit jg donk min..hehehe ,INDONESIAN,INDONESIAN
384,5,Hui ,ENGLISH,ENGLISH
385,5,Setiap pesan sllu cepat..good job.. ,INDONESIAN,INDONESIAN
90,3s,"3star first if the better plus the star again ",ENGLISH,ENGLISH
91,3s,Biaya murah lengkap aman ,INDONESIAN,INDONESIAN
61,6-,"6-8x pesen dr station juanda ga no one who pick up. Though many lg kengkolan lg on coffee. Sampe walk dr istiqlal to gambling end of the bus tau2 no pick up nelp whereas in the application ga no pickup. Be humble calf until bekonde like this. Just now the driver does not carry the driver's jacket. Indonesia cm 2 seasons coy. I just like a passenger take it personally to make it easier. Please fix it. Later ane update * 5 thanks ",ENGLISH,ENGLISH
158,A1,"A1 anyway ",ENGLISH,ENGLISH
1,NA,Very very slow respon.. Msh jauh lbh bagus punya kompetitor.. ,INDONESIAN,INDONESIAN
2,NA,lately its hard to order car ,ENGLISH,ENGLISH
3,NA,ahay ,ENGLISH,ENGLISH
4,NA,"Kenapa kalo pagi jam 6 kurang gitu susah dapet gojek? Kenapa sulit sx mendapat driver, padahal saya penguna setia gojek lho ",MALAY,MALAY
5,NA,Great app!! ,ENGLISH,ENGLISH
6,NA,Good job ,ENGLISH,ENGLISH
7,NA,Smart ,ENGLISH,ENGLISH
8,NA,Mantap djiwa ,INDONESIAN,INDONESIAN
9,NA,So Good ,ENGLISH,ENGLISH
10,NA,Helpfull apps ,ENGLISH,ENGLISH
11,NA,Good ,ENGLISH,ENGLISH
12,NA,"This is certainly a fraudulent app when it comes to its promotion. It promised once to give 10rb go ride voucher when we performed the go transfer transaction. After i did that, the voucher never came. Complained it through cust svc but the responses are always the same, asking for chronology and screenshot as if they were templates regardless what and how many responses i replied ",ENGLISH,ENGLISH
13,NA,"Harusnya map nya bagi yg tinggal di medan lgsg otomatis buat peta di medan,jangan di jakarta.Susah jadinya ",INDONESIAN,INDONESIAN
14,NA,Da best! ,ENGLISH,ENGLISH
15,NA,Always keep the best service. ,ENGLISH,ENGLISH
17,NA,Awesome. Thanks for my life easier ,ENGLISH,ENGLISH
18,NA,"Bagus tpi Drivernya kadang lama, kasih diskonnya lebih banyak dong buat anak pelajar hehe ",MALAY,MALAY
19,NA,need upgrade,ENGLISH,ENGLISH
20,NA,Tolong diperbaiki mengenai top up go pay menggunakan mobile bankingnya terima kasih. Sejauh ini penyelesaian termasuk lama dan kurang tanggap. ,MALAY,MALAY
21,NA,Suka banget sama gojek ramah dan pelayanannya okay!! Mantap terus yaa ,MALAY,MALAY
22,NA,Good! Keep it! Improve! ,ENGLISH,ENGLISH
23,NA,New update have a login problem ,ENGLISH,ENGLISH
24,NA,Give me redeem code free ,ENGLISH,ENGLISH
25,NA,Coolest app we have Paytm similar to this one in India but this one is far far better loved it ,ENGLISH,ENGLISH
26,NA,"I have ordered using Go-Pay for 4-5 times, but there isn't any driver! HATE THIS STUPID APP. Grab or Uber is better ",ENGLISH,ENGLISH
27,NA,"aplikasi yang sangat membantu saya kapanpun,dimanapun, maju terus gojek!!! ",MALAY,MALAY
28,NA,Why go bluebird doesn't appear in my phone? ,ENGLISH,ENGLISH
29,NA,Very nice innovation! Great idea for modern transportation ,ENGLISH,ENGLISH
30,NA,Barusan saya memesan gofood tapi kenapa bisa dua driver yang pick up? Ini bug atau gimana? Tolong penjelasan tentang ini ,INDONESIAN,INDONESIAN
31,NA,"Sudah naik harga tapi eror tidak ada driver yang mau ambil, gangguan map? Mau sampai kapan itu gangguan ",INDONESIAN,INDONESIAN
32,NA,Kapan gojek ada chat nya kayak sebelah ? ,MALAY,MALAY
33,NA,Drivers always cancel my orders after they received it! ,ENGLISH,ENGLISH
34,NA,"Helo? Ini saldo udah berkurang 30000, tapi gaada driver yang ngambil gimana ceritanya ya? Kalo pake kata kata yang lain sih ""DUIT GW KEMANA NIH"" ",INDONESIAN,INDONESIAN
35,NA,Good apps ,ENGLISH,ENGLISH
36,NA,"Pake gopay bukan nya mempermudah malah sulit dpt driver, klo ga pake gopay cpet bgt dpt driver! Udh gitu gocar giliran lg urgent ga ada driver yg pick up ",INDONESIAN,INDONESIAN
38,NA,Enak murah pas buat mahasiswa ,INDONESIAN,INDONESIAN
39,NA,life easyning tools..really love the features ,ENGLISH,ENGLISH
40,NA,Gps aja sih ,INDONESIAN,INDONESIAN
41,NA,"Driver gocar sangat pilih"". Menunggu gocar sangat lama ",INDONESIAN,INDONESIAN
42,NA,Very helpful and easy,ENGLISH,ENGLISH
43,NA,Why there is no bluebird feature on my app? I've been updating this application twice since the bluebird feature released but still there is no significant change. Please fix this. ,ENGLISH,ENGLISH
44,NA,Helpful ,ENGLISH,ENGLISH
45,NA,Ok ,ENGLISH,ENGLISH
46,NA,GO POINT GA NAMBAH SETELAH MAIN TOKEN ,ENGLISH,ENGLISH
47,NA,:( ,Unknown,ENGLISH
48,NA,I don't know is it me or ... i think gojek is getting worse nowadays. It would be amazing if you fix it soon. Thanks. ,ENGLISH,ENGLISH
49,NA,menu go-point tidak bisa di swipe & tidak bertambah. mohon diperbaiki ,INDONESIAN,INDONESIAN
50,NA,It's very useful ,ENGLISH,ENGLISH
51,NA,Suggestion: category and search capability in voucher. Currently still hard to search specific voucher that i want. ,ENGLISH,ENGLISH
52,NA,Good enough ,ENGLISH,ENGLISH
53,NA,"Order selalu telat notifkasinya, pas order kedua ga berhasil, pas di close appnya 22nya berhasil ... :(( ",INDONESIAN,INDONESIAN
54,NA,"Play token, pas di swipe ga muter, jd nya gak dpt point ",FRENCH,ENGLISH
55,NA,Excellent aervice ,ENGLISH,ENGLISH
57,NA,Very helful ,ENGLISH,ENGLISH
58,NA,"Susah bgt login pas malem, padahal lg butuh. Malah diblokir 30 menit gara<b2> dianggap maksa login. Duhhh ",INDONESIAN,INDONESIAN
59,NA,Jadi ribet pake 2 apps sekarang Udah bagus bagus dulu go massagenya sama go cleannya 1 apps pake dipisah Banyak banyakin apps jadinya ,INDONESIAN,INDONESIAN
60,NA,"Pesan 1 gosend yg datang 2, cancel 1 ke cancel semuanya. Selain itu sering banget sms alamat lengkap tp gak masuk, alasannya kontak telefon yg ada di profil driver/biker berbeda :( ",MALAY,MALAY
61,NA,Mana driver yg katanya siap kerja ? Nggak pernah ada yg pickup setiap pesen gofood. Haha ngelawak aja gojek Lampung ini ,MALAY,MALAY
62,NA,I like it ,ENGLISH,ENGLISH
63,NA,"So far bagus tp pas mw pake go clean, go massage, go clam, mesti download app lg bikin Resek aje riibettt tauuu!!!! Klo mw tambah duit ama peminat bkn kyk gini donkk ude enak yg lama jg pake diganti2 segala ",INDONESIAN,INDONESIAN
64,NA,Great app ,ENGLISH,ENGLISH
65,NA,Keep move on ... ,ENGLISH,ENGLISH
66,NA,Awesome ,ENGLISH,ENGLISH
67,NA,"Good, but still need improvement.. ",ENGLISH,ENGLISH
68,NA,This is the best :) ,ENGLISH,ENGLISH
69,NA,"Go Food not working on Galaxy S6 edge running Android 7.0. Restaurant menu show blank, can't access menu. ",ENGLISH,ENGLISH
70,NA,"On may 2nd 2017, I ordered my pizza, the foods costs Rp 43k +4k for delivery fee. Then i got call fom the driver. Then i close the app. 15min after that i checked the history. And the cost was increased to Rp 51.000 where does this 4k extra come from? ",ENGLISH,ENGLISH
71,NA,"Well so far its good for me Bnyk revieuw krg bgus yg di berikan users tp sma skali ga da tanggapan dr admin, bkin ga respect, scara pribadi sih app ni mmbantu saya, ada sih sdkit error system pas pake gofood, total order dng brg yg di order tdk sesui dan driver ga konfirm dl. So far ok kok ",INDONESIAN,INDONESIAN
72,NA,Recommended apps disaat genting ,ENGLISH,ENGLISH
73,NA,Kdg2 lamban ,INDONESIAN,INDONESIAN
74,NA,Kalo hujan kenapa susah bgt dapet driver? Aplikasi dan jaringan selalu kacau. Sudah 2 thn pakai gojek pelayanannya semakin ancur,MALAY,MALAY
75,NA,Mahal booooo ,TAGALOG,ENGLISH
76,NA,"Good application, not ur driver, bad attitude, i always had a hard time.. To get a driver after office hour ",ENGLISH,ENGLISH
77,NA,Good apps! Can't wait for the go-pets ,ENGLISH,ENGLISH
78,NA,"Awalnya seneng pake gojek karena pertama saya naek gojek bapak2nya ramah baik, nah ini ada lg saya pesen go food di app tertera cuma 49.000 udh plus ongkir. Ongkir nya cm 9000. Tp waktu drive nya dtg katanya 60.000. Aneh banget sih. Saya gaenak kalo gabyar yaudah saya bayar aja 60k. Waktu saya bilang ke ibu drivernya bu kok segini harganya? Dia malah nampakin wajah kebingungan. Gangerti katanya dia 60k kok mbak. Halah yaudah daripada kelamaan saya bayar segitu. Terus yg ke 2 masa saya naek go car baunya rokok mobilnya. Tolong ya buat bos gojeknya dibilangin lg driver2nya biar bisa jadi driver yg jujur dan lebih baik. Trims. ",MALAY,MALAY
79,NA,Keren ,DUTCH,ENGLISH
80,NA,Masih banyak loadingnya jd ga bintang 5 ,INDONESIAN,INDONESIAN
81,NA,Bagus . Tapi nunggu driver gojek nya sangat lama . ,MALAY,MALAY
82,NA,"Sangat membantu, pelayanan jg semakin baik. Mantep lah. Semoga drivernya jg semakin sejahtera. Salam dr customer jogja. ",MALAY,MALAY
84,NA,Baguz ,BASQUE,ENGLISH
85,NA,Mantap ,INDONESIAN,INDONESIAN
86,NA,Terbaik,DUTCH,ENGLISH
87,NA,"Bagus banget,ngebantu untuk kegiatan q sehari2. ",INDONESIAN,INDONESIAN
88,NA,"Aplikasinya bagus, harganya lebih relatif lebih murah,Tingkatkan pelayanannya, terutama pada driver.. ",INDONESIAN,INDONESIAN
89,NA,"Klu nunggu driver lm bgt,udah gitu servernya srg ganti driver sndri...jgn buat konsumen lma nunggu donh... ",INDONESIAN,INDONESIAN
90,NA,Sukses selalu buat gojek ,MALAY,MALAY
92,NA,Satiap go food alamat yg dicari gak ada ,MALAY,MALAY
93,NA,Sippp gojek...terus tingkatkan ,MALAY,MALAY
94,NA,Lumayan ,TAGALOG,ENGLISH
95,NA,Hai gojek tolong ditambahkan isi gopay di alfamart/indomaret please ,INDONESIAN,INDONESIAN
96,NA,"Saya pesan gojek pake gopay, bukanya di anter malah gk bisa di hubungi driver nya tiba2 sudah selesai gopay ilang sudah confirm gk ada tanggapan ",MALAY,MALAY
97,NA,Baik Aman ,ENGLISH,ENGLISH
98,NA,baguss ,INDONESIAN,INDONESIAN
99,NA,Mantap bah ,INDONESIAN,INDONESIAN
100,NA,Semoga dapet go-pay gratis yang 100.000 aminn... ,INDONESIAN,INDONESIAN
101,NA,Keren nice ,ENGLISH,ENGLISH
102,NA,Map tingkatkan lagi ,MALAY,MALAY
103,NA,Good luck ,ENGLISH,ENGLISH
104,NA,Sangat baik ketimbang apls yg baru ,MALAY,MALAY
105,NA,good ,ENGLISH,ENGLISH
106,NA,Sangat membantu banget ,INDONESIAN,INDONESIAN
107,NA,Sangat membantu..... ,INDONESIAN,INDONESIAN
108,NA,"Bermanfaat banget, suka sekali sama gojekk nya, trima kasih gojek ",MALAY,MALAY
109,NA,"Kenapa gk bisa go mart ya,, setiap go mart kok tiba"" pindah sendiri ke go shop ",INDONESIAN,INDONESIAN
110,NA,Driver gojek pada ngeluh tentang supend 5 menit pantas saja saya pesan gofood susah dpt drivernya....mohon kinerjanya gojek ditingkatkan jgn seperti ini kasihan drivernya.....kl saya pesan gak dapat driver dan susah saya akan pindah kelain hati..... ,MALAY,MALAY
111,NA,Gojek,MALAY,MALAY
112,NA,Ha liat dulu ,MALAY,MALAY
113,NA,Ok saja lah ,MALAY,MALAY
114,NA,"Semoga GoJek dapat membantu warga di Indonesia, Jangan lupa tingkatkan lagi y ",INDONESIAN,INDONESIAN
115,NA,Semoga selalu yg terdepan dan terbaik ,MALAY,MALAY
116,NA,tolong di tingkatkan lagi! #anonymous jakarta ,INDONESIAN,INDONESIAN
118,NA,"Mohon untuk pemesanan driver nya agak dipercepat, soalnya kdang untuk pesan driver memerlukan waktu yang lama ",INDONESIAN,INDONESIAN
119,NA,Sangat membantu saya,INDONESIAN,INDONESIAN
120,NA,Bantu saya untuk pasang aplikasi go-jek gagal terus ,MALAY,MALAY
121,NA,Wow ,ENGLISH,ENGLISH
122,NA,Aplikasinya bagus.. ,INDONESIAN,INDONESIAN
123,NA,Memudahkan sekali aktifitas sehari2... ,INDONESIAN,INDONESIAN
124,NA,siipp pokoke....joss.... ,NORWEGIAN,ENGLISH
125,NA,lama banget nyari driver nya ,INDONESIAN,INDONESIAN
126,NA,Tolong untuk go-food bisa di setting lokasinya jadi kita bisa kirim makanan di sekitar orang yang mau kita pesenin makanan saat kita jauh. terima kasih ,INDONESIAN,INDONESIAN
127,NA,Terus tingkatkan aplikasi lebih baik dan berikan promo pelayanan pada aplikasi biar semakin menarik ,INDONESIAN,INDONESIAN
128,NA,Sangat membantu skali.. Trimakasih ,MALAY,MALAY
129,NA,"Orangnya ngelawak trs :v,asyik ",MALAY,MALAY
130,NA,Tdk pernah dpt driver ,MALAY,MALAY
131,NA,Mantaaap!!! ,ESTONIAN,ENGLISH
132,NA,"Kadang yg bikin saya risih kenapa gojek selalu di demoin, padahal ojek biasa jg bisa jadi gojek juga. Tarifnya agak mahal kalau gak pake gopay. Terus saya pernah dimarahin sama om om gojeknya. ",INDONESIAN,INDONESIAN
134,NA,Padahal sudah tak isi 50000..kok nggk bisa login?? Makasih ,INDONESIAN,INDONESIAN
135,NA,Saya suka pada gojek Saya ingin memakainya setiap hari tanpa e - mailku di blok ,MALAY,MALAY
136,NA,Selalu sulit mencari driver ,INDONESIAN,INDONESIAN
137,NA,Saya mau daptar gojek ko susah ya? ,MALAY,MALAY
138,NA,kalau bisa alamatnya diperjelas ya .biar drivernya gk kesulitan cari alamatnya ,MALAY,MALAY
139,NA,Goodddd ,SLOVAK,ENGLISH
140,NA,Aplikasi yang mudah dan berguna ,MALAY,MALAY
141,NA,Ntah susah bener mau akses lokasi. Dibilang peta ga diaktifkan mulu. Peta yg mana lagi??? Udh semua aktif. Driver pun susah bener dapetnya. Tlg donk diperbaiki manajemennya ,MALAY,MALAY
142,NA,"Tamu order,, trus di cancel sendiri sama tamu nya ko bisa ngancurin peforma ya,, padahal bukan pengemudi yg cancel,, kalian curang, pengemudi selalu di persulit utk mndapat bonus... ",MALAY,MALAY
143,NA,Maju terus gojek indonesia ,INDONESIAN,INDONESIAN
144,NA,Bagus... Gojek sangat membantu ,MALAY,MALAY
145,NA,Gojek is good ,ENGLISH,ENGLISH
146,NA,"Kenapa aplikasinya gk bsa dipake y di redmi note 4 saya? Hrs pake perizinan peta, tp saya cari2 di pengaturan hp tidak ada. Tolong kasih solusi & perbaikannya ",INDONESIAN,INDONESIAN
147,NA,Aplikasi ini sangat membantu kita saat bepergian dll ,INDONESIAN,INDONESIAN
148,NA,Mohon percepat pencarian driver go-car di manado karena lama dalam pencarian drivernya. Entah kurang driver atau ada kendala lainnya ,INDONESIAN,INDONESIAN
149,NA,Aplikasi sering eror ,INDONESIAN,INDONESIAN
151,NA,Sangat membantu dikala sedang malas kemana-mana.. apa lagi ketika jam malan sianh.. go-food sangat membantu untuk membelikan makanan dan pelayanan nya pun TOP.. ,MALAY,MALAY
152,NA,Jelek sekali. Driver susah ditemukan. Lola. -___- ,MALAY,MALAY
153,NA,Sip terus berkarya ,MALAY,MALAY
154,NA,Go Jek aplikasinya sangat membantu dalam menunjang aktifitas sehari-hari...Gojek..YesGo.... ,MALAY,MALAY
156,NA,Sangat membantuu ,INDONESIAN,INDONESIAN
157,NA,Saya apapun aplikasi gojek asik ,MALAY,MALAY
158,NA,Apaan nih pesen sampek hamir stngah jam g ad yg ambil orderan saya.pada tdur x driver nya ,MALAY,MALAY
159,NA,Di perluas dong wilayah jawa..jgn jakarta aja....sekitar kota kota besar di area jateng ,INDONESIAN,INDONESIAN
160,NA,"Gasuka yang versi yang baru, masuknya harus pake nomor yang dipake di gojek, gabisa lwt email lagi, nomor saya sdh ganti, gabisa di buka lagi akun yang dulu, padahal udh punya go point banyak. Perbaiki dong, masuk bisa lwt email. ",INDONESIAN,INDONESIAN
161,NA,Sangat membantu dalam berbagai kondisi ,INDONESIAN,INDONESIAN
162,NA,Kesel. Pas lagi buru buru kaya gini malah minta diupdate. Pas udah diupdate malah error. Tolong diperbaiki;''') ,MALAY,MALAY
163,NA,Sangat2 Membantu Dan Bermanfaat. Mantan! ,INDONESIAN,INDONESIAN
164,NA,Erorrrr ,ENGLISH,ENGLISH
165,NA,Ini kenapa ya gojek telah berhenti trs pas mau dibuka trus jg khas genting mau transfer go pay gt jg .tlg dong pelayanannya.kalo begini trs gmn org mau order ,INDONESIAN,INDONESIAN
166,NA,Memudahkan perjalanan ,MALAY,MALAY
167,NA,katanya gojek sm bluebird join. tp kok menu bluebird nya gak ada? bohong ya... ,MALAY,MALAY
168,NA,Semoga selalu bermanfaat ,INDONESIAN,INDONESIAN
169,NA,setiap kali saya mesan go food selalu tidak ada yang mau ngambil sudah sering terjadi dan harga nya tidak sesui dengan harga asli dr penjual nya banyak asli nya harga Rp 29.000 harga dari gojek nya Rp 33.000 kecewa saya dengan gojek ,INDONESIAN,INDONESIAN
170,NA,Sign in nya susah sudah kirim nomor telpon belum muncul kodenya ,INDONESIAN,INDONESIAN
171,NA,"Disaat penting""nya driver kagak ada sekalinya ada minta dicancel, alamatnya kagak tau drivernya.. Tolong diperbaiki!!! ",MALAY,MALAY
172,NA,Top up saldo via mandiri mobile banking 30rb..sampe skarang ga masuk2..saldo saya sudah berkurang ,INDONESIAN,INDONESIAN
173,NA,Good application. Verry important when you long time in indonesia ,ENGLISH,ENGLISH
174,NA,Thanks go_ride maitua diantar smpe d tujuan dengan selamat ,MALAY,MALAY
175,NA,Sangat menolong ,MALAY,MALAY
176,NA,Go-mart nya knapa ga bisa..skali nya bisa lama banget nyari driver nya.. ,SWEDISH,ENGLISH
177,NA,"Nunggu lama banget dibatalin diulangi gitu lagi trus2an, sekali dapet driver jauh banget padahal disekitar banyak sekali driver ",MALAY,MALAY
178,NA,Turun 1 bintang krna lamaaaa order sampenya.... ,MALAY,MALAY
180,NA,Kurang lokasi saya di hero Knp di jalan pondok kacang ,INDONESIAN,INDONESIAN
181,NA,Coba dlu.. ,ENGLISH,ENGLISH
183,NA,Nice app ,ENGLISH,ENGLISH
184,NA,Terlalu murah kasihan drivernya ,MALAY,MALAY
185,NA,Sangat bermanfaat untuk saya pribadi ,INDONESIAN,INDONESIAN
186,NA,"Ada yg cepat ada yang lelet, tergantung rider kali ya ",INDONESIAN,INDONESIAN
187,NA,"Sering eror, orderan go food atau yang lain tiba-tiba ilang sendiri padahala saya gak cancel . driver tiba-tiba cancel padahal sudah nunggu lama. Gpsnya kadang gak bener. Posisi disurabaya dia di jakarta ya mana nyampe . ",INDONESIAN,INDONESIAN
188,NA,Pilihan cara top up-nya ditambahin dong. Seperti top up via minimarket -__- ,INDONESIAN,INDONESIAN
190,NA,Seneng bgt...jd byk membantu...gojeknya jg ramah2...terima kash bayk.. ,MALAY,MALAY
191,NA,Ini gimana ceritanya niatnya saya mau tarik uang transfer saldo gopay ke rekening saya ko dari hari jumat belum masuk juga. Yang bener aja jek ,INDONESIAN,INDONESIAN
192,NA,Semenjak update dan masuk harus pake kode otp lah jadi lambat padahal bisa langsung masuk pake email sekarang jadi susah ,INDONESIAN,INDONESIAN
193,NA,Tingkatkan terus jangan kalah dengan tetangga ,INDONESIAN,INDONESIAN
194,NA,Semakin kesini semakin sulit nyari driver go-ride. ,MALAY,MALAY
195,NA,Go Jek mantab dan cepat. Thanks utk pelayanannya. ,INDONESIAN,INDONESIAN
196,NA,Lama kalau order go food. Drivernya ngilang. Padahal laper banget. Tolong jangan pilih kasih. ,INDONESIAN,INDONESIAN
197,NA,Aplikasi online terbaik ,MALAY,MALAY
199,NA,bagus dan tingkatkan pelayanan dan perbanyak hadiah kejutan ,INDONESIAN,INDONESIAN
200,NA,puas ,MALAY,MALAY
201,NA,Good job.... ,ENGLISH,ENGLISH
202,NA,Kadang aplikasi error.. pernah psen gofood n goride yg menghubungi lebih dari satu orang.. ,MALAY,MALAY
203,NA,Bagus... cuma trkadang jam 19.30wib pas lapar pesan go food susah menemukan driver...bahkan smpai nunggu lama dan akhirnya not found driver.apalagi kalau hujan...jadi sedih. Pdhal andai gojek mudah.. Tingkatkan trus ya...smoga makin maju n jaya ,MALAY,MALAY
204,NA,Lodiiiing ,ENGLISH,ENGLISH
205,NA,Oke lah ,MALAY,MALAY
206,NA,"Sejauh ini memuaskan,,hanya perlu peningkatan lebih baik ",INDONESIAN,INDONESIAN
210,NA,Yeah ,ENGLISH,ENGLISH
211,NA,Be a good app ,ENGLISH,ENGLISH
212,NA,Seharus ada gambar makanan di setiap menu. Jadi g bingung ,MALAY,MALAY
213,NA,Sangat memuaskan,INDONESIAN,INDONESIAN
214,NA,I never said this not good Just say it,ENGLISH,ENGLISH
215,NA,mantap ,INDONESIAN,INDONESIAN
217,NA,"Ayolah go - jek, masih banyak kritikan nihh, tdi nya saya mau pakai go jek, karena perusahaan Indonesia. Ttpi stlah saya lihat komennya, masih banyak kritik dan saran dari pada pengguna. Akhirnya saya Make Grab dehh. Klo udh lengkap atau paling gk seperti Grab. Saya pasti pake go jek. ",INDONESIAN,INDONESIAN
218,NA,Dgn gojek pergi kmn pun lebih mudah :v ,MALAY,MALAY
219,NA,Mantap pelayanannya keren ,INDONESIAN,INDONESIAN
220,NA,Aduhhh klamaan search nya ,ENGLISH,ENGLISH
221,NA,"Baru nyoba,Semoga aja bagus ya!!! ",INDONESIAN,INDONESIAN
222,NA,Gojeg is oke ,CROATIAN,ENGLISH
223,NA,Hmm go food Harga am onkir gedean onkir ,ENGLISH,ENGLISH
224,NA,The best ,ENGLISH,ENGLISH
225,NA,"Tolong tambahkan forum chat untuk driver dan customer, agar tidak memakan pulsa. ",MALAY,MALAY
226,NA,buruk. jadi pencuri saldo. takut ,MALAY,MALAY
227,NA,"Baru install, pesen driver, langsung dateng, sampe rumah. Alhamdulillah... ",MALAY,MALAY
229,NA,Map dan alamat nya tidak sesuai ,INDONESIAN,INDONESIAN
230,NA,Lancar ,CATALAN,ENGLISH
231,NA,"Msh perlu banyak perbaikan kebijakan & aplikasi. Go,.. Go-jek. ",INDONESIAN,INDONESIAN
232,NA,Pelayanan kurang ,INDONESIAN,INDONESIAN
233,NA,Semoga ttus berjaya...love go jek indonesia ,INDONESIAN,INDONESIAN
234,NA,"tolong dong gambar menu di go foodnya muncul semua,chat nya jangan cuma telp dan sms tp bisa juga WA (krn udah jarang pake telp manual sama sms), trus kmrn saya pesen go food tapi pake go pay..apa krn biaya nya murah bgt jadi diputer2 sama driver lain?jadinya lama bgt sampe nunggu 2 jam laper..trus kualitas drivernya dong tlg ditingkatkan,masa ada yg komplain ke customer dapet bintang jelek ngt trus bilang kalo dia dpt jelek dia bisa dipecat,apa ga bisa dilacak tuh siapa yg ngasih bintang jelek siapa?si drivernya malah ngadu ke pelanggan..waduh.. ",MALAY,MALAY
235,NA,mantep deh pokoknya... ,INDONESIAN,INDONESIAN
236,NA,Sangat membantu keseharian Saya. Thx ,INDONESIAN,INDONESIAN
237,NA,Aseeekk .. ,ENGLISH,ENGLISH
238,NA,Call centernya susah sekali di hubungi ,MALAY,MALAY
240,NA,Mntap ,INDONESIAN,INDONESIAN
241,NA,Mantab ,TAGALOG,ENGLISH
243,NA,Teu bisa di andelken,SLOVENIAN,ENGLISH
244,NA,Fast respon pas untuk keadaan darurat,MALAY,MALAY
245,NA,Aplikasi nya php masak klu byr pakai go pay dapat poin tapi poin ga bisa i maenin apaan coba kalau bukan php doang payahhhhhh ,MALAY,MALAY
247,NA,Like it. ,ENGLISH,ENGLISH
248,NA,Okay ,ENGLISH,ENGLISH
249,NA,Thanks gojek ,SLOVENIAN,ENGLISH
251,NA,Cuma mau saran kode verifikasinya jangan dibatasi hanya 10 menit soalnya kadang sms dikirimnya lama setelah dikirim kodenya ternyata udah expired kirim lg minta lg kode verifikasi expired lg. Saran aja klo dibatasi tuh 1 jam jgn 10 menit soalnya sms kode verifikasinya suka telat melebihi batas waktu expired.. Sempet kesel.. ,INDONESIAN,INDONESIAN
252,NA,kasih bonus ,INDONESIAN,INDONESIAN
253,NA,Sieeeep ,ENGLISH,ENGLISH
254,NA,Bagus ko sekarang ada gojek online lbih bagus sukses selalu amienn ,INDONESIAN,INDONESIAN
255,NA,Aman. Bagus. Terpercaya dan Memuaskan ,INDONESIAN,INDONESIAN
257,NA,"Tolong sistem diperbaiki, jam sibuk di daerah sudirman driver tidak pernah ambil tapi armada banyak.. sistem yang hank atau driver yang ga mau. Klau driver ga mau ga mungkin, karena banyak gojek diseputaran itu menunggu orderan masuk. Tolong sistem aplikasi diperbaiki, kasian drivek gojek yang mau mencari nafkah. Thanks ",INDONESIAN,INDONESIAN
260,NA,"Thxu bang gojek walaupun agak lama tp saya kasih bintang 5 pelayanan nya bagus bang irwan thx bang udh mau anter malem"" hehehe ",MALAY,MALAY
261,NA,Gk usah pekerja kan yg minta cancel pd saat keadaan penting ,INDONESIAN,INDONESIAN
262,NA,Lebih bagus lagi kalau ada chat di app ini.. biar gak ribet klo lgi gak punya pulsa... hehehee... ,MALAY,MALAY
263,NA,"hanya awal"" ajh drivernya bagus... ",INDONESIAN,INDONESIAN
264,NA,Tolong di tambahkan option chat & call antara user & driver ,ENGLISH,ENGLISH
