"","X","rating_review","review","lang","tag","satisfaction_score","review_importance_percentage"
"699",699,4,"ok ","ENGLISH","Satisfied Users","Satisfied","25"
"700",700,5,"bagus gojek dibanding grab ","ENGLISH","Satisfied Users","Satisfied","0"
"701",701,4,"joss ","ENGLISH","Satisfied Users","Satisfied","25"
"702",702,4,"awalnya kalo pake gopay diskon 50 bener bener kepotong 50 sekarang tulisan 50 nyatanya cuma kepotong 10 000 jangan kaya gitu dong ","INDONESIAN","Design & UI","Satisfied","50"
"703",703,5,"5 stars by upakupuk sablon","ENGLISH","Satisfied Users","Satisfied","25"
"704",704,5,"mantebbb ","ENGLISH","Satisfied Users","Satisfied","25"
"705",705,5,"coba nnti ulasan yg sesungguhnya klo udh di cba ","INDONESIAN","Satisfied Users","Satisfied","25"
"706",706,5,"semoga terus berkembang puas sekali pesan gojek samarinda ","MALAY","Customer Request","Satisfied","50"
"707",707,5,"sangat bagus ","INDONESIAN","Satisfied Users","Satisfied","25"
"708",708,1,"kayak nya error terus mau daftar baru gabisa pake yg lama gabisa juga ","INDONESIAN","Bug","Dissatisfied","90"
"709",709,1,"aplikasi tai bagusan yg dlu skrng sering eror mau pesen slalu eror padal keadaanya genting aplikasi tai ","ENGLISH","Design & UI","Dissatisfied","90"
"710",710,3,"payah aplikasinya ga bisa diandelin kalo lg buru2 ","INDONESIAN","Design & UI","Neutral","90"
"711",711,5,"thx gojek sangat membantu ","MALAY","Satisfied Users","Satisfied","0"
"712",712,5,"membantu ","INDONESIAN","Satisfied Users","Satisfied","25"
"713",713,5,"bagus sekali cepat dan praktis ","INDONESIAN","Satisfied Users","Satisfied","0"
"714",714,5,"mempermudah transportasi ","INDONESIAN","Satisfied Users","Satisfied","25"
"715",715,5,"saya merasa tertolong dengan aplikasi ini terima kasih gojek ","MALAY","Design & UI","Satisfied","75"
"716",716,5,"5 stars by edo j m","ENGLISH","Satisfied Users","Satisfied","25"
"717",717,5,"thank you ","ENGLISH","Satisfied Users","Satisfied","25"
"718",718,5,"server tolong diperbaiki karena kadang sulit menemukan pengemudi ","INDONESIAN","Customer Request","Satisfied","75"
"719",719,1,"saldo gopay saya tolong dikembalikan udh di withdram sudah 5 hari belum di proses juga kecewa lah sama gojek kurang recomended ","INDONESIAN","Customer Request","Dissatisfied","90"
"720",720,2,"kenapa sy beri bintang 2 krn aplk ini error masa token sy tdk bs berfungsi padahal sdh 10 token tersimpan sdh hubungi cs nya dikasih solusi yg tdk memuaskan di email sama jg jd token sy tdk terpakai dan poin sy tdk bisa bertambah apa krn putaran token saya rata2 diatas 20an poin sementara aplk yg sama milik istri sy bs dmainkan tokennya tp rata2 nilainya dibawah 20an gmn ini apa aplk ini sy harus hapus dulu smentara poin sy msh ada 200 dan ada gopaynya sy tambah bintangnya jk ada solusi dari yg buat aplikasi ini ","INDONESIAN","Design & UI","Dissatisfied","90"
"721",721,5,"ia very good ","ENGLISH","Satisfied Users","Satisfied","25"
"722",722,3,"tes ","ENGLISH","Satisfied Users","Neutral","25"
"723",723,5,"senang sekali ","MALAY","Satisfied Users","Satisfied","25"
"724",724,5,"jis ","ENGLISH","Satisfied Users","Satisfied","25"
"725",725,4,"sebelumnya saya nyaman dengan adanya go pay tapi akhir2 ini saya kecewa karna setiap saya ingin membeli go pay ke drivernya pasti selalu tidak ada mohon para driver untuk menyediakan saldo go pay demi kenyamanan bersama ","INDONESIAN","Location Services","Satisfied","90"
"726",726,4,"bagus sangat membantu ","INDONESIAN","Satisfied Users","Satisfied","50"
"727",727,5,"cepat tanggap ramah saya suka banget semoga gojek luas rezqi nya amiiin by salman karimun mari semua teman2 pilih gojek ","MALAY","Customer Request","Satisfied","75"
"728",728,5,"kadang2 klw pesan suka dpt 2 driver kasihan driverny ","MALAY","Location Services","Satisfied","50"
"729",729,5,"keren ","ENGLISH","Satisfied Users","Satisfied","25"
"730",730,5,"okee ","ENGLISH","Satisfied Users","Satisfied","25"
"731",731,3,"go jek ga tertib lalulintas ","MALAY","Satisfied Users","Neutral","25"
"732",732,4,"sip ","ENGLISH","Satisfied Users","Satisfied","25"
"733",733,4,"gojek sangat membantu saya ","MALAY","Satisfied Users","Satisfied","0"
"734",734,4,"4 stars by 083832244005 adiekiks","ENGLISH","Satisfied Users","Satisfied","25"
"735",735,4,"jos ","ENGLISH","Satisfied Users","Satisfied","25"
"736",736,5,"aplikasi yg cukup membantu ","INDONESIAN","Design & UI","Satisfied","75"
"737",737,4,"goods jangan erorr teruss tingkatkan selalu ","INDONESIAN","Customer Request","Satisfied","50"
"738",738,4,"5 stars by m iqbal apriansyah s ip","ENGLISH","Satisfied Users","Satisfied","25"
"739",739,5,"sangat membantu sekali ","MALAY","Satisfied Users","Satisfied","0"
"740",740,5,"5 stars by putut nugroho","ENGLISH","Satisfied Users","Satisfied","25"
"741",741,5,"ok ","ENGLISH","Satisfied Users","Satisfied","25"
"742",742,5,"2 stars by deka badai","ENGLISH","Satisfied Users","Satisfied","25"
"743",743,2,"driver gojek pilih pilih dalam ambil order ga mau yg jalan macet lah kalau ga mau macet ya jgn jadi tkg ojek jd tkg sol sepatu aja ","MALAY","Location Services","Dissatisfied","75"
"744",744,5,"4 stars by alan uye","ENGLISH","Satisfied Users","Satisfied","25"
"745",745,4,"oke dah ","MALAY","Satisfied Users","Satisfied","25"
"746",746,3,"5 stars by andre ganten","ENGLISH","Satisfied Users","Neutral","25"
"747",747,5,"5 stars by alby zahra","ENGLISH","Satisfied Users","Satisfied","25"
"748",748,5,"puas ","ENGLISH","Satisfied Users","Satisfied","25"
"749",749,1,"app sampah gak bisa di install coeg padahal sinyal bagus habis in kuta aj lu njayy ","INDONESIAN","Satisfied Users","Dissatisfied","90"
"750",750,2,"kenapa setelah di update aplikasinya skrg klu setiap mau login mesti verifikasi nmr hape trs dikirim kode dr sms jadi tiap login selalu ganti kode jd ribet klu yg lama lbh simple tinggal masukin email password udh beres itu aja yg dimasukin setiap mau masuk ke kolom login gak berubah2 gk mesti tiap mau masuk ganti kode gitu tolong konfirmasinya trims ","INDONESIAN","Design & UI","Dissatisfied","90"
"751",751,5,"keren banget ","INDONESIAN","Satisfied Users","Satisfied","25"
"752",752,3,"server tolong dong di perbaiki permasalahan orderan disaat cuaca hujan krna pas hujan orderan dari mana aja masuk ke driver hal tersebut merugikan saya sebagai driver dan driver yg lain dan kekurangan mau telpon cs gojek selalu susah utk melaporkan permasalahan orderan yg tidak jelas dan tolong jangan di kurangin harga bonus di setiap point dan tolong di aplikasi gojek driver bisa sms free lewat aplikasi gojek seperti grab dan uber terima kasih ","MALAY","Customer Request","Neutral","90"
"753",753,1,"goblok gue pesen hampir 40 x gx ad yg mau nyampeein ","INDONESIAN","Satisfied Users","Dissatisfied","25"
"754",754,5,"lebih baik naik gojek murah dan cepat sampai tujuan sangat membantu ","MALAY","Satisfied Users","Satisfied","50"
"755",755,5,"bagus banget ","INDONESIAN","Satisfied Users","Satisfied","25"
"756",756,2,"sbenernya tarif yg tertera d hp cust hp driver sm atau tidak ya soalnya sy sering order d hp saya misal tagihannya 15rb tp driver nya bilang tagihan saya 20rb ","MALAY","Location Services","Dissatisfied","75"
"757",757,5,"good smart aplication tks ","ENGLISH","Satisfied Users","Satisfied","0"
"758",758,3,"sebenarnya sangat membantu tapi saya sudah beberapa kali mendapatkan driver yang tidak punya kembalian jadi saya harus ikhlas membayar lebih satu lagi setiap saya mau isi go pay si driver selalu tidak ada saldo dengan alasan saldo baru di ambil terimakasih ","MALAY","Satisfied Users","Neutral","90"
"759",759,3,"gud","ENGLISH","Satisfied Users","Neutral","25"
"760",760,5,"5 stars by ryu rahardjo","ENGLISH","Satisfied Users","Satisfied","25"
"761",761,5,"pertama kali menggunakan jasa gojek driver nya sopan cepat suka pokoknya ","MALAY","Location Services","Satisfied","50"
"762",762,5,"google ","ENGLISH","Satisfied Users","Satisfied","25"
"763",763,1,"harga yg diminta sopir 120 lebih mahal dr harga yg tertera d aplikasi kinerja sangat buruk saya kecewa dan marah ","INDONESIAN","Design & UI","Dissatisfied","90"
"764",764,4,"banyakin promo ","MALAY","Satisfied Users","Satisfied","25"
"765",765,5,"apps yg sgt membantu ","MALAY","Satisfied Users","Satisfied","25"
"766",766,5,"bagus sekali ","MALAY","Satisfied Users","Satisfied","25"
"767",767,2,"kasih bintang lima dehh walopun kdang klo pesen makanan sengaja ga bawa uang kembalian biar diksih smuaa krng suka sbnernya harusnya ada kembalian bilangnya pas kejujuran itu penting ","INDONESIAN","Design & UI","Dissatisfied","75"
"768",768,3,"di h ","ENGLISH","Satisfied Users","Neutral","25"
"769",769,1,"jelek bgt sekrg ","ENGLISH","Satisfied Users","Dissatisfied","25"
"770",770,1,"saldo go pay saya terpotong tapi gojeknya gak muncul2 ","INDONESIAN","Satisfied Users","Dissatisfied","25"
"771",771,3,"minta tolong waktu gofood pas saya pesen di aplikasi nominal sm di struk beda tlg perbaikan harganya kasihan drivernya rugi walaupun 1 2rb dia kerja capek terimakasih ","MALAY","Satisfied Users","Neutral","90"
"772",772,5,"murah dan aman ","INDONESIAN","Satisfied Users","Satisfied","50"
"773",773,5,"cepat mudah dan puas ","MALAY","Satisfied Users","Satisfied","25"
"774",774,5,"terbantu bgt sm gojek hidup jd mudah tengkyu gojek ","MALAY","Satisfied Users","Satisfied","25"
"775",775,5,"go jek tidak mengecewakan ","MALAY","Satisfied Users","Satisfied","25"
"776",776,5,"sangat membantu kesejahteraan kehidupan ","MALAY","Satisfied Users","Satisfied","0"
"777",777,5,"suka bgt ","INDONESIAN","Satisfied Users","Satisfied","25"
"778",778,1,"jangan isi gopay ya bro sis ntar kalau gofood drivernya pada gak mau ambil kayaknya takut gak dapat tips nyesel bgt sy terlanjur isi gopay ","ENGLISH","Location Services","Dissatisfied","90"
"779",779,5,"semakin di tingkatkan lagi kalau hujan agak susah sekali untuk mendapatkan driver nya ","MALAY","Customer Request","Satisfied","90"
"780",780,5,"mantab","ENGLISH","Satisfied Users","Satisfied","25"
"781",781,5,"mantap sering2 ngsh promo ya ","ENGLISH","Satisfied Users","Satisfied","25"
"782",782,5,"nyaman ","ENGLISH","Satisfied Users","Satisfied","25"
"783",783,5,"fair to good ","ENGLISH","Satisfied Users","Satisfied","25"
"784",784,4,"okelah bro ","INDONESIAN","Satisfied Users","Satisfied","25"
"785",785,5,"tingkatkan lagi ","MALAY","Customer Request","Satisfied","50"
"786",786,4,"andalan banget tp kalau go food drivernya lama ambil orderan ","INDONESIAN","Location Services","Satisfied","75"
"787",787,2,"eror terus ","INDONESIAN","Satisfied Users","Dissatisfied","25"
"788",788,5,"overall oke cuma kadang aplikasi terhambat jika kondisi sedang mendung atau hujan tolong diperbaiki ya thx ","MALAY","Customer Request","Satisfied","90"
"789",789,4,"5 stars by fajarillah bhakti shaputra","MALAY","Satisfied Users","Satisfied","25"
"790",790,5,"rajin rajin ya bagi bagi vochernya ","MALAY","Satisfied Users","Satisfied","25"
"791",791,1,"susah driver cancel mulu no telepon gk bisa di perbarui ","INDONESIAN","Disatisfied Users","Dissatisfied","90"
"792",792,3,"tolong dong maps nya d benerin kesian kan driver nya kewalahan cari alamat di tmpt kita alamat udah jelas la d alamat driver malah salah kan kesian apa lagi kalo malam tolong dong maps nya di benerin ","MALAY","Location Services","Neutral","90"
"793",793,4,"5 stars by alfath sejahtera","ENGLISH","Satisfied Users","Satisfied","25"
"794",794,5,"2 stars by praz masaw","ENGLISH","Satisfied Users","Satisfied","25"
"795",795,2,"pembaruannya makin jelek jadi males make ","MALAY","Design & UI","Dissatisfied","75"
"796",796,5,"pelayanannya sangat baik ","INDONESIAN","Customer Support","Satisfied","75"
"797",797,3,"jangan ada suspen 5 menit dan jangan ada forma itu lebih baik gojek makin ke sini kok malah jadi gak baik ","MALAY","Satisfied Users","Neutral","25"
"798",798,5,"good job gojek ","ENGLISH","Satisfied Users","Satisfied","25"
"799",799,5,"3 stars by zoel yuz","ENGLISH","Satisfied Users","Satisfied","25"
"800",800,3,"tingkatkan tetus ","INDONESIAN","Customer Request","Neutral","50"
"801",801,5,"c est excellent ","ENGLISH","Satisfied Users","Satisfied","25"
"802",802,5,"senang bisa antar temen pake go car ","INDONESIAN","Satisfied Users","Satisfied","25"
"803",803,2,"go food udh gabagus skg ","ENGLISH","Satisfied Users","Dissatisfied","50"
"804",804,3,"lumayan lah membantu ","MALAY","Satisfied Users","Neutral","50"
"805",805,5,"sangat bagus good job gojek ","MALAY","Satisfied Users","Satisfied","0"
"806",806,5,"keren ","INDONESIAN","Satisfied Users","Satisfied","25"
"807",807,2,"malas tiap pesan go food nyari drivernya susah d cancel mulu jadi sebel ","MALAY","Location Services","Dissatisfied","90"
"808",808,5,"ok lah ","MALAY","Satisfied Users","Satisfied","25"
"809",809,5,"tingkat terus pelayanan makin jaya ","INDONESIAN","Customer Support","Satisfied","50"
"810",810,1,"kenapa di daerah makassar setiap saya pesan gofood tidak ada yang terima orderanku apa mungkin karena sedikitji uang tunai dia dapat makanya tidak ada yang mau terima orderanku tolong di perbaiki percuma ada aplikasi gofood kalau tidak ada yang mau terima orderanku ","MALAY","Customer Request","Dissatisfied","90"
"811",811,2,"gak pernah bisa mesan karena gak dapat driver ","INDONESIAN","Location Services","Dissatisfied","75"
"812",812,5,"gojek nya mantap ","MALAY","Satisfied Users","Satisfied","25"
"813",813,5,"5 stars by maulana okta","ENGLISH","Satisfied Users","Satisfied","25"
"814",814,5,"5 stars by uut winata","ENGLISH","Satisfied Users","Satisfied","25"
"815",815,5,"gojek sangat membantu sekali arigatooo ","MALAY","Satisfied Users","Satisfied","0"
"816",816,5,"so far is good ","ENGLISH","Satisfied Users","Satisfied","25"
"817",817,5,"mantap jiwa ","INDONESIAN","Satisfied Users","Satisfied","25"
"818",818,5,"go jek go go go ","ENGLISH","Satisfied Users","Satisfied","25"
"819",819,1,"pemesanan tidak pernah di reapon dan tidak berhasil ","INDONESIAN","Satisfied Users","Dissatisfied","25"
"820",820,4,"semoga kedepannya go point bisa ditukar dgn voucher ongkir bukalapak tokped ","MALAY","Customer Request","Satisfied","75"
"821",821,5,"teruskan update ","MALAY","Satisfied Users","Satisfied","25"
"822",822,5,"kalo hujan ga ada yg ambil ","MALAY","Satisfied Users","Satisfied","25"
"823",823,1,"sekarang qo klo mau go food susah bgt cari driver nya skli nya dpt kadang ganda gtu tolong di benerin donk pelayanan nya makin hari bukan makin bagus mlh makin tidak memuaskan ","MALAY","Satisfied Users","Dissatisfied","90"
"824",824,5,"5 stars by dan rin","ENGLISH","Satisfied Users","Satisfied","25"
"825",825,5,"terbantu dengan adanya gocar ","INDONESIAN","Satisfied Users","Satisfied","25"
"826",826,5,"suweeek ","ENGLISH","Satisfied Users","Satisfied","25"
"827",827,5,"1 stars by eka widya","ENGLISH","Satisfied Users","Satisfied","25"
"828",828,1,"baik gojek maupun gocar kalau hujan selalu saja gak dpt dan lokasi selalu dpt yg jauh pdhl dulu gak begitu ","MALAY","Satisfied Users","Dissatisfied","25"
"829",829,3,"kalo lg ujan knapa ga ada yg mau pick up yaa ","INDONESIAN","Satisfied Users","Neutral","25"
"830",830,5,"mantap gojek nya ","MALAY","Satisfied Users","Satisfied","25"
"831",831,5,"suka ngelag lokasinya ","INDONESIAN","Satisfied Users","Satisfied","25"
"832",832,4,"lumayan bisa go food ","ENGLISH","Satisfied Users","Satisfied","0"
"833",833,3,"sering eror ","ENGLISH","Satisfied Users","Neutral","25"
"834",834,1,"ko ngak bisa masuk ya gara saya apdate os naughet ke hp saya ","INDONESIAN","Satisfied Users","Dissatisfied","25"
"835",835,5,"mantap klo bisa daerah banda aceh dan sekitar juga masuk gojek ","INDONESIAN","Satisfied Users","Satisfied","25"
"836",836,5,"terima kasih pelayanan nyaa ","ENGLISH","Customer Support","Satisfied","50"
"837",837,3,"kadang jg dreaverny ga mo jemput ","INDONESIAN","Satisfied Users","Neutral","25"
"838",838,5,"go jek memuaskan ","MALAY","Satisfied Users","Satisfied","25"
"839",839,2,"sinting ni pembaruan trus tapi tetep aja ga ada yang berubah ","INDONESIAN","Design & UI","Dissatisfied","75"
"840",840,5,"ngapusi dak dapat chass payah ","INDONESIAN","Disatisfied Users","Satisfied","50"
"841",841,5,"5 stars by noer fadillah","ENGLISH","Satisfied Users","Satisfied","25"
"842",842,5,"sangat membantu nice just try it ","MALAY","Satisfied Users","Satisfied","0"
"843",843,5,"terimakasih gojek","MALAY","Satisfied Users","Satisfied","0"
"844",844,3,"tolong donk p e8 rbaiki sistem ya saya order 1 tpi yang dtng driver ya 5 ","INDONESIAN","Customer Request","Neutral","90"
"845",845,1,"terlalu lama mencari driver kalau bukan karna sudah ngisi gopay pake aplikasi lain aja ","INDONESIAN","Design & UI","Dissatisfied","90"
"846",846,5,"ok bgt ","INDONESIAN","Satisfied Users","Satisfied","25"
"847",847,5,"baru pertama x naik ngojek dr vila citra smp kepramuka wlpn dg was2 akhrnya smp jg dg selamat trims bayu gojeknya ","INDONESIAN","Satisfied Users","Satisfied","25"
"848",848,4,"bagus sih aplikasinya pelayanannya juga bagus cuma susah dapat driver ","INDONESIAN","Customer Support","Satisfied","90"
"849",849,5,"transportasi online yang pertama di indonesia ini mudah2an lebih meningkatkan pelayanan kekonsumen lebih baik lagi ","INDONESIAN","Customer Support","Satisfied","75"
"850",850,5,"mantaaap ","ENGLISH","Satisfied Users","Satisfied","25"
"851",851,1,"bangke eror mulu saldo gopay masih ada temen udh transfer saldo gopay jg ga masuk tau tuh nyungsrep kemana saldonya kok bisa bisanya ga masuk tiba2 di blacklist tanpa sebab padahal aku jarang pake gojek apalagi untuk cancel2 di butuhkan dlm keadaan darurat kok susah gmn ini cs nya udah lapor juga blm jg di tanggepin minta di jelasin itu kesalahan saya dimna kok bisa di blacklist ","ENGLISH","Disatisfied Users","Dissatisfied","90"
"852",852,5,"gojek luar biasa trima kasih gojek pelayananmu memuaskan ","MALAY","Customer Support","Satisfied","75"
"853",853,2,"kalo pesen gojek gosend dapet drivernya sangat jauh padahal disekitar lokasi banyak driver waktu pesan juga dapet driver terlalu jauh saya cancel tapi ada driver yang jemput saya tidak tau driver yg mana soalnya banyak yang datang jemput kasian drivernya kasian juga saya yg nunggu lama ","MALAY","Location Services","Dissatisfied","90"
"854",854,1,"sekarang jadi mahal malas ah ","MALAY","Pricing","Dissatisfied","90"
"855",855,4,"sesuai dengan jaman sekarang serba praktis ","MALAY","Satisfied Users","Satisfied","0"
"856",856,5,"sangat puas atas pelayanan yang di berikan driver ","INDONESIAN","Customer Support","Satisfied","75"
"857",857,5,"4 stars by syahril destria","ENGLISH","Satisfied Users","Satisfied","25"
"858",858,4,"duka ","ENGLISH","Satisfied Users","Satisfied","25"
"859",859,5,"sukses go jek yg banyak komplain ini orang bodoh nampak nya ya hehe ","MALAY","Satisfied Users","Satisfied","25"
"860",860,5,"sangat banyak membantu ","INDONESIAN","Satisfied Users","Satisfied","0"
"861",861,5,"saya suka ","MALAY","Satisfied Users","Satisfied","25"
"862",862,3,"sekarang susah dapat driver gojekx kadang dapat tapi tiba2 menghilang membingungkan padahal kemaren2 mah bagus cepat dpt driverx nggak sering error ","MALAY","Bug","Neutral","90"
"863",863,3,"nanti ","INDONESIAN","Satisfied Users","Neutral","25"
"864",864,4,"baik ","ENGLISH","Satisfied Users","Satisfied","25"
"865",865,5,"csnya responnya cepet mantap ","INDONESIAN","Design & UI","Satisfied","0"
"866",866,3,"kurang hi ech ","ENGLISH","Satisfied Users","Neutral","25"
"867",867,5,"keren mantap ","INDONESIAN","Satisfied Users","Satisfied","25"
"868",868,5,"inovasi terus ","INDONESIAN","Satisfied Users","Satisfied","25"
"869",869,5,"gopay membantu tp koinnya dapetnya dikit mulu ","MALAY","Satisfied Users","Satisfied","50"
"870",870,5,"yuhuuu ","ENGLISH","Satisfied Users","Satisfied","25"
"871",871,2,"buat para wanita ibu rmh tangga hati2 dgn driver y gojek tkg ojek online krn bisa2 ada unsur perselingkuhan dgn tkg ojeknya sdh banyak yg terjadi lihat saja di jalan2 ","INDONESIAN","Design & UI","Dissatisfied","90"
"872",872,5,"1 stars by exzans komley","ENGLISH","Satisfied Users","Satisfied","25"
"873",873,1,"pesen goride lewat apl gojek dari glodok ke manggarai gak ada yang mau katanya kejauhan kalau gosend mau harga 2x lipat udah nunggu 1 jam akhirnya gue pesen uber yang mau biaya 28 ribu tapi saya kasih ke abang uber 50ribu ikhlas karena udah berguna banget ","INDONESIAN","Pricing","Dissatisfied","90"
"874",874,3,"terus tingkatkan lagi bos pelayanan yang ramah dan sopan jangan suka maksa pelanggan ","MALAY","Customer Support","Neutral","90"
"875",875,5,"mbeh ","ENGLISH","Satisfied Users","Satisfied","25"
"876",876,5,"5 stars by anna tanan","INDONESIAN","Satisfied Users","Satisfied","25"
"877",877,5,"sekarang pesan go jek makassar susah sekali dapat driver ","MALAY","Location Services","Satisfied","75"
"878",878,2,"poin nya jadi dapet kecil kecil trus ","INDONESIAN","Satisfied Users","Dissatisfied","25"
"879",879,1," udah 2 kali naik gojek tapi malah kagak tau jalan gojeknya malah di ajak muter udah panas bayar uang malah harus nukerin dulu udah lah gua kecewa gak mau pake gojek lagi ","MALAY","Design & UI","Dissatisfied","90"
"880",880,5,"sangat mmbantu ","INDONESIAN","Satisfied Users","Satisfied","25"
"881",881,5,"bagus dan membantu banget ","INDONESIAN","Satisfied Users","Satisfied","0"
"882",882,5,"cepat mantap ","INDONESIAN","Satisfied Users","Satisfied","25"
"883",883,5,"5 stars by naldi nike","ENGLISH","Satisfied Users","Satisfied","25"
"884",884,5,"tingkatkan lgi ","INDONESIAN","Customer Request","Satisfied","50"
"885",885,5,"bahasanya pake bahasa indonesia dong bahasa nasional aja min ","INDONESIAN","Satisfied Users","Satisfied","25"
"886",886,4,"siip banget ","INDONESIAN","Satisfied Users","Satisfied","25"
"887",887,5,"1 stars by kukuh ws","ENGLISH","Satisfied Users","Satisfied","25"
"888",888,1,"bikin batre hp jd cepet habis walaupun ga dibuka apknya ","MALAY","Satisfied Users","Dissatisfied","25"
"889",889,2,"semakin lama semakin menjengkelkan terlalu lama menunggu jika order ","MALAY","Satisfied Users","Dissatisfied","25"
"890",890,5,"tmbahun ditur chat dong ","ENGLISH","Satisfied Users","Satisfied","25"
"891",891,3,"betul ","ENGLISH","Satisfied Users","Neutral","25"
"892",892,5,"tolong perbaiki di kala waktu hujan knp mau order susah ","MALAY","Customer Request","Satisfied","90"
"893",893,5,"terbaik ","ENGLISH","Satisfied Users","Satisfied","25"
"894",894,5,"bagus sangat memuaskan dan membantu ","INDONESIAN","Satisfied Users","Satisfied","50"
"895",895,5,"maju terus ","INDONESIAN","Satisfied Users","Satisfied","25"
"896",896,2,"tolong dong punya saya banyak resto yg tutup padahal aslinya gak tutup ","INDONESIAN","Customer Request","Dissatisfied","75"
"897",897,5,"trims gojek apk ini sangat membantu selain gojek no ","MALAY","Satisfied Users","Satisfied","0"
"898",898,3,"apaan nih knapa hbis update malah cari driver smpai stngah jam an biasanya 10 detik lngsung dapat go jek lgi klo car masih mnding tlong di perbaiki lagi ","MALAY","Customer Request","Neutral","90"
"899",899,5,"2 stars by nurul anjani","ENGLISH","Satisfied Users","Satisfied","25"
"900",900,2,"kok ada driver sudah sampai malah minta di cancel percuma dong dtng hanya krn mnt cancel orng sudah nunggu lama tolong yah driver gojeknya di didik ","MALAY","Customer Request","Dissatisfied","90"
"901",901,5,"tranportasi yang cepat dan murah ","INDONESIAN","Pricing","Satisfied","0"
"902",902,4,"pesan go food 15 menit terlalu lama 1 2 kali gpp ini sering sekali ","INDONESIAN","Satisfied Users","Satisfied","25"
"903",903,5,"5 stars by egi jati ramadan","ENGLISH","Satisfied Users","Satisfied","25"
"904",904,5,"5 stars by krisdiana wijayanti","INDONESIAN","Satisfied Users","Satisfied","25"
"905",905,5,"good job ","ENGLISH","Satisfied Users","Satisfied","25"
"906",906,3,"sering banget tuh susah dapet driver sring hrus cancel trus pesan ulang ","MALAY","Disatisfied Users","Neutral","90"
"907",907,3,"lambat nyampe ke konsumen y ","ENGLISH","Satisfied Users","Neutral","25"
"908",908,3,"boleh lah memudakan kita yg harus cepat di tmpt tujuan y trimakasih gbu ","MALAY","Satisfied Users","Neutral","75"
"909",909,5,"suka sekali ","MALAY","Satisfied Users","Satisfied","25"
"910",910,5,"mantap aplikasi ini cukup baxk membantu ","INDONESIAN","Design & UI","Satisfied","75"
"911",911,5,"saya puas pake gopay ","INDONESIAN","Satisfied Users","Satisfied","50"
"912",912,5,"thank go jek ","ENGLISH","Satisfied Users","Satisfied","25"
"913",913,5,"blanja jd gampang ","ENGLISH","Satisfied Users","Satisfied","25"
"914",914,1,"pesan go food lama sekali ","MALAY","Satisfied Users","Dissatisfied","25"
"915",915,5,"tolong dong saya pesen go food yg jauh ongkir cm 4 rb adek saya pesen malah ongkir 9 rb tolong dong itu gmn ","INDONESIAN","Customer Request","Satisfied","50"
"916",916,5,"aplikasi sangat membantu ","INDONESIAN","Design & UI","Satisfied","50"
"917",917,2,"hari ini coba pesan 1 driver driver jam 10 12 gak ada yg ngambil parah nih ada yg ngambil ujung nya malah pindah driver otomatis gila bikin emosi nih paraaaaaaaaah ","INDONESIAN","Location Services","Dissatisfied","75"
"918",918,5,"sudah bagus tapi tolong ditambah dengan fitur chat room ya agar pengguna yg sdg tidak ada pulsa bisa mudah menghubungi drivernya ","INDONESIAN","Location Services","Satisfied","90"
"919",919,5,"4 stars by djaffan cahyono","ENGLISH","Satisfied Users","Satisfied","25"
"920",920,4,"mesen gojek susah dapetnya ","MALAY","Disatisfied Users","Satisfied","50"
"921",921,5,"sangat membantu keseharian apalagi pake gopay good job ","INDONESIAN","Satisfied Users","Satisfied","50"
"922",922,5,"terbaik ","ENGLISH","Satisfied Users","Satisfied","25"
"923",923,5,"nurmusik","ENGLISH","Satisfied Users","Satisfied","25"
"924",924,1,"says kurang suka pakai gojek drivernya ugal ugalan kalau berkendara tolong dikondisikan spy patuh tata tertib lalin ","MALAY","Location Services","Dissatisfied","90"
"925",925,4,"saya senang menggunakan gojek online ini ","MALAY","Design & UI","Satisfied","50"
"926",926,5,"5 stars by ermmy fikrian 19","ENGLISH","Satisfied Users","Satisfied","25"
"927",927,5,"merasa sangat terbantu oleh gojek sebagai seorang irt yg lg hamil ga ada motor buat kluar rmh dan ga ada warung di komplek ","MALAY","Satisfied Users","Satisfied","25"
"928",928,4,"gimana sih kx kadang lokasinya gx akurat sebelum versi baru agak nyeleneh nih saya pesen gofood pencet sekali yg telfon 3 driver sekaligus mana udah pesen lagi tolong diperbaiki ","MALAY","Customer Request","Satisfied","90"
"929",929,3,"tiga dulu nanti mantap kasih bintang 1000 ","INDONESIAN","Satisfied Users","Neutral","25"
"930",930,5,"5 stars by rohmaf rosyid","ENGLISH","Satisfied Users","Satisfied","25"
"931",931,5,"5 stars by anna joanna","ENGLISH","Satisfied Users","Satisfied","25"
"932",932,5,"utk layanan pengisian saldo go pay klo bisa di via kartu kredit jg donk min hehehe ","INDONESIAN","Satisfied Users","Satisfied","25"
"933",933,5,"hui ","ENGLISH","Satisfied Users","Satisfied","25"
"934",934,5,"setiap pesan sllu cepat good job ","INDONESIAN","Satisfied Users","Satisfied","0"
